length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_eq,nb_underscore,nb_percent,nb_slash,nb_colon,nb_semicolumn,nb_space,nb_www,nb_com,http_in_path,https_token,ratio_digits_url,ratio_digits_host,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,nb_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,links_in_tags,ratio_intMedia,ratio_extMedia,safe_anchor,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,label
24,16.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,1,0,0,2,4,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,101,0.841584158,0.158415842,0,0.625,0.0,0,0,96.15384615,92.85714286,7.142857143,0.0,0,1,1,1,0.0,3621.0,0.0,0,0,3,0
27,19.0,0,2,1,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,1,0,0,1,3,3,2,2,0,8,8,0,4.333333333,4.333333333,0.0,0,0,0,0,288,0.975694444,0.024305556,0,0.428571429,0.0,0,0,100.0,100.0,0.0,61.11111111,0,1,1,0,182.0,4567.0,1857815.0,0,0,2,0
37,16.0,0,2,0,0,0,0,0,0,0.0,5,1,0,0,1,0,0,0,0.162162162,0.0,0,0,0,2,0,0,0,0,4,4,3,3,4,9,9,6,5.5,6.0,5.0,0,0,0,0,191,0.497382199,0.502617801,4,0.020833333,0.0,0,1,0.0,40.0,60.0,0.0,0,1,1,0,356.0,6218.0,337.0,0,0,6,0
41,32.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,1,0,2,0,8,8,0,19,19,0,13.5,13.5,0.0,0,1,0,0,12,0.083333333,0.916666667,0,0.818181818,0.636363636,0,1,0.0,0.0,0.0,33.33333333,0,1,0,0,374.0,7295.0,0.0,0,1,5,1
58,16.0,0,2,0,0,0,0,0,0,0.0,5,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,5,4,4,5,4,16,6,16,8.4,5.5,10.33333333,2,1,0,0,37,0.72972973,0.27027027,2,0.0,0.0,0,1,42.85714286,100.0,0.0,100.0,0,1,0,0,2973.0,8349.0,1.0,0,1,10,1
201,18.0,1,3,0,0,1,2,3,1,0.0,5,1,0,0,1,0,0,1,0.3924068324499987,0.0,0,0,0,3,0,0,1,0,13,15,2,3,2,64,10,64,13.69230769,6.5,15.0,2,0,0,0,22,0.818181818,0.181818182,0,0.0,0.0,0,1,0.0,100.0,0.0,100.0,0,1,0,0,347.0,1479.0,0.0,0,1,1,1
22,15.0,0,2,0,0,0,0,0,0,0.0,2,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,0,0,1,0,8,8,0,8,8,0,8.0,8.0,0.0,0,0,0,0,26,0.615384615,0.384615385,1,0.2,0.0,0,1,75.0,0.0,100.0,60.0,0,0,1,0,100.0,995.0,0.0,0,0,1,0
202,11.0,1,2,1,0,1,2,3,1,0.0,5,1,0,0,0,0,0,1,0.336633663,0.0,0,0,0,2,1,0,0,0,13,5,2,8,2,64,8,64,13.84615385,8.0,14.33333333,3,0,0,0,22,0.954545455,0.045454545,0,0.0,0.0,0,0,50.0,100.0,0.0,100.0,0,1,0,0,26.0,340.0,0.0,0,1,0,1
51,15.0,0,2,6,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,0,0,1,9,3,1,3,1,7,7,5,3.5555555560000003,5.0,3.142857143,0,0,0,0,198,0.929292929,0.070707071,0,0.214285714,0.071428571,0,1,90.0,83.33333333,16.66666667,88.04347826,0,0,0,0,1420.0,5885.0,183.0,0,0,6,0
49,20.0,0,3,1,0,0,0,0,0,0.0,4,1,0,0,1,0,0,1,0.0,0.0,0,0,0,3,0,0,0,0,6,4,3,3,3,12,12,7,5.5,7.5,4.5,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1,0,387.0,6188.0,9390428.02999997,0,1,3,0
24,16.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,156,0.25,0.75,9,0.0,0.0,1,1,2.272727273,0.0,100.0,39.13043478,0,1,1,0,54.0,7251.0,940265.0,0,1,1,1
60,21.0,0,4,1,0,0,0,0,0,0.0,5,1,0,0,1,0,0,1,0.05,0.0,0,0,0,3,0,0,0,1,8,4,3,3,3,8,8,7,5.25,5.0,5.4,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,10676.71,1943.0,0,0,5,0
20,13.0,0,2,0,0,0,0,0,0,0.0,2,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,0,1,2,0,2,2,0,7,7,0,4.5,4.5,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,-1.0,815647.0,0,0,2,1
44,21.0,0,4,0,0,0,0,0,0,0.0,4,1,0,0,1,0,0,1,0.022727273,0.0,0,0,0,3,0,0,0,1,6,3,3,3,4,8,8,5,4.666666667,5.0,4.333333333,0,0,0,0,22,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,100.0,0,1,0,0,0.0,10676.71,1943.0,0,1,5,0
106,17.0,0,3,1,1,1,0,1,2,0.0,10,1,0,0,0,1,0,1,0.0,0.0,0,0,0,3,1,0,0,0,14,8,2,14,2,14,14,13,5.714285714,14.0,5.076923077,4,0,0,0,6,0.333333333,0.666666667,0,0.0,0.0,0,1,50.0,0.0,100.0,0.0,0,1,0,0,140.0,4609.0,0.0,0,1,3,1
27,18.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,0,0.0,0.0,0,0,0,2,0,1,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,113,0.7787610620000001,0.221238938,0,0.2,0.12,0,1,87.5,100.0,0.0,30.303030300000003,0,1,1,0,980.0,1941.0,1181262.0,0,0,4,0
47,22.0,0,2,1,0,0,0,0,0,0.0,5,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,0,0,2,5,1,2,15,2,15,15,5,5.6,15.0,3.25,2,0,0,0,17,0.235294118,0.764705882,2,0.153846154,0.0,0,1,0.0,100.0,0.0,50.0,0,1,0,0,148.0,-1.0,0.0,0,1,2,1
53,21.0,0,2,0,0,0,0,0,0,0.0,6,1,0,0,1,0,0,1,0.075471698,0.0,0,0,0,2,0,0,0,1,6,5,3,3,3,13,13,7,6.166666667,8.0,5.25,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,237.0,5972.0,0.0,0,1,0,1
40,20.0,0,2,0,0,0,0,0,0,0.0,4,1,0,0,1,0,0,1,0.1,0.0,0,0,0,2,0,0,0,1,4,6,3,3,4,12,12,7,6.5,7.5,5.5,0,0,0,0,89,0.898876404,0.101123596,0,0.0,0.0,1,0,66.66666667,88.88888889,11.11111111,50.0,0,1,1,0,171.0,9690.0,65337.0,0,0,5,0
63,26.0,0,3,0,0,0,0,0,0,0.0,6,1,0,0,0,0,0,1,0.0,0.0,0,0,0,3,0,0,0,0,7,1,3,19,3,22,22,9,6.571428571,20.0,4.0,0,0,0,0,23,0.173913043,0.826086957,3,0.052631579,0.052631579,0,1,0.0,0.0,100.0,60.0,0,1,0,0,51.0,2870.0,0.0,0,1,2,1
62,19.0,0,4,0,0,0,0,0,0,0.0,7,1,0,0,1,1,0,1,0.0,0.0,0,0,0,3,0,0,0,1,8,4,2,4,2,10,10,9,5.375,7.0,4.833333333,1,0,0,0,50,0.48,0.52,1,0.076923077,0.0,0,1,10.0,0.0,100.0,80.0,0,1,1,0,339.0,5170.0,2080048.0,0,1,2,1
32,23.0,0,2,1,0,0,0,0,0,0.0,3,1,0,0,1,0,0,0,0.0,0.0,0,0,0,2,1,0,0,0,3,3,3,3,0,8,8,0,5.666666667,5.666666667,0.0,0,0,0,0,11,0.727272727,0.272727273,0,0.0,0.0,0,0,83.33333333,0.0,0.0,33.33333333,0,1,1,0,705.0,6600.0,4547034.0,0,0,4,0
71,20.0,0,2,1,0,0,0,0,0,0.0,7,1,0,0,1,0,0,1,0.042253521,0.0,0,0,0,2,1,0,0,1,8,3,2,3,2,12,12,11,6.625,7.5,6.333333333,1,0,0,0,324,0.87345679,0.12654321,0,0.365853659,0.0,0,0,57.14285714,93.33333333,6.666666667,5.714285714,0,1,1,0,507.0,4971.0,0.0,0,0,5,0
52,9.0,0,3,0,0,0,0,0,1,0.0,5,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,7,0,2,4,2,7,4,7,4.714285714,4.0,4.833333333,0,0,0,0,107,0.046728972,0.953271028,8,0.18627451,0.117647059,0,1,0.0,0.0,100.0,8.163265306,0,1,1,0,117.0,613.0,0.0,0,1,0,1
54,19.0,0,3,0,0,0,0,0,1,0.0,4,1,0,0,1,0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,6,4,3,3,3,13,7,13,6.166666667,4.333333333,8.0,0,0,0,0,106,0.735849057,0.264150943,2,0.428571429,0.035714286,0,1,27.27272727,0.0,0.0,20.0,0,1,0,0,0.0,10676.71,2414.0,0,0,5,0
40,14.0,0,3,1,0,0,0,0,0,0.0,3,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,5,0,3,3,4,7,6,7,4.8,4.5,5.0,0,0,0,0,134,0.932835821,0.067164179,0,0.111111111,0.111111111,0,0,100.0,95.65217391,4.347826087,52.94117647,0,1,1,0,455.0,6485.0,23930.0,0,0,4,0
25,17.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,0,0,0,2,5,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,337,0.896142433,0.103857567,0,0.285714286,0.085714286,0,0,95.45454545,100.0,0.0,37.03703704,0,1,1,0,0.0,-1.0,963630.0,0,0,4,0
51,10.0,0,3,2,0,0,0,0,0,0.0,7,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,0,0,8,0,1,4,1,8,4,8,3.625,4.0,3.571428571,2,0,0,0,78,0.987179487,0.012820513,0,1.0,0.0,0,0,100.0,100.0,0.0,97.2972973,0,1,0,0,131.0,2791.0,9050107.0,0,1,0,1
48,23.0,0,4,1,0,0,0,0,0,0.0,5,1,0,0,0,0,0,1,0.0,0.0,0,0,0,3,1,0,0,1,7,0,2,5,2,6,6,5,4.285714286,5.666666667,3.25,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,358.0,7.0,0.0,0,1,0,1
27,19.0,0,3,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,3,0,0,0,1,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,219,0.374429224,0.625570776,0,0.051094891,0.00729927,0,0,96.77419355,83.33333333,16.66666667,12.90322581,0,1,0,0,100.0,7936.0,47133.0,0,0,5,0
65,25.0,0,3,2,0,0,0,0,0,0.0,4,1,0,0,1,0,0,1,0.015384615,0.04,0,0,0,3,1,0,0,0,7,3,3,3,4,17,17,9,6.857142857,10.0,5.6,0,0,0,0,33,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,100.0,0,1,0,0,36.0,4785.0,7301451.0,0,0,3,0
35,13.0,0,3,0,0,0,0,0,1,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,3,0,0,0,0,5,3,3,3,3,5,5,5,4.0,4.0,4.0,0,0,0,0,31,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,1,1,0,271.0,5572.0,126063.0,0,0,5,0
45,21.0,0,2,0,0,0,0,0,0,0.0,4,1,0,0,1,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,4,3,3,3,4,13,13,10,7.5,8.0,7.0,0,0,0,0,96,0.96875,0.03125,0,1.0,0.0,0,0,100.0,100.0,0.0,78.57142857,0,0,0,0,0.0,-1.0,1686483.0,0,0,5,0
51,24.0,0,2,0,0,0,0,0,0,0.0,5,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,0,0,5,0,3,19,3,20,20,6,7.2,20.0,4.0,0,0,0,0,4,0.25,0.75,1,1.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,113.0,7192.0,0.0,0,1,2,1
69,19.0,0,4,0,0,0,0,0,1,0.0,8,1,0,0,1,0,0,1,0.057971014,0.0,0,0,0,3,0,0,0,0,11,4,2,2,3,8,8,8,4.363636364,4.333333333,4.375,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,10676.71,2793.0,0,0,7,0
49,30.0,1,3,0,0,0,0,0,0,0.0,4,1,0,0,0,0,0,0,0.142857143,0.233333333,0,0,1,3,0,0,0,0,5,0,4,7,4,10,10,5,6.6,8.0,4.5,1,0,0,0,8,0.5,0.5,1,0.0,0.0,0,1,33.33333333,0.0,0.0,100.0,0,1,0,0,319.0,5160.0,18406.0,0,1,5,1
26,16.0,0,1,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.038461538,0.0,0,0,0,1,0,0,1,1,2,0,2,12,2,12,12,2,7.0,12.0,2.0,0,0,0,0,10,0.3,0.7,0,0.0,0.0,0,1,25.0,0.0,0.0,0.0,0,1,0,0,2.0,2555.0,0.0,0,1,0,1
38,29.0,0,1,3,0,0,0,0,0,0.0,3,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,4,3,3,3,0,9,9,0,5.75,5.75,0.0,0,0,0,0,3,0.0,1.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,359.0,5.0,0.0,0,1,0,1
41,16.0,0,4,0,0,0,0,0,0,0.0,4,1,0,0,1,0,0,1,0.0,0.0,0,0,0,3,0,0,0,2,5,3,3,3,3,7,5,7,4.6,4.0,5.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,309.0,6630.0,4464824.0,0,1,0,1
41,19.0,0,1,0,0,0,0,0,0,0.0,5,1,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0,1,4,1,2,16,2,16,16,7,7.0,16.0,4.0,1,0,0,0,12,0.583333333,0.4166666670000001,0,0.2,0.7536537800299961,0,1,0.0,100.0,0.0,0.0,0,1,0,0,0.0,-1.0,0.0,0,1,0,1
32,24.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,0,0,0,1,2,1,8,8,0,11,11,0,9.5,9.5,0.0,0,0,0,0,22,0.318181818,0.681818182,2,0.0,0.0,1,1,18.18181818,0.0,100.0,100.0,0,1,0,0,86.0,2835.0,0.0,0,1,2,1
37,10.0,0,2,1,0,0,0,0,0,0.0,5,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,1,1,0,0,5,3,1,1,6,11,3,11,4.4,2.5,8.5,0,0,1,0,34,0.205882353,0.794117647,0,0.0,0.037037037,1,1,6.25,0.0,0.0,0.0,0,1,0,0,37.0,3251.0,421761.0,0,1,4,1
47,18.0,0,2,0,0,0,0,0,0,0.0,6,1,0,0,1,0,0,0,0.0,0.0,0,0,0,2,0,0,0,2,5,3,3,3,4,10,10,7,6.0,6.5,5.666666667,0,0,0,0,13,0.384615385,0.615384615,2,0.0,0.125,0,1,50.0,0.0,0.0,33.33333333,0,0,0,0,109.0,5005.0,0.0,0,1,3,0
34,20.0,0,2,0,0,0,0,0,0,0.0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,3,0,4,7,4,9,9,4,6.666666667,8.0,4.0,0,0,0,2,52,0.980769231,0.019230769,0,0.0,0.0,0,0,85.71428571,100.0,0.0,100.0,0,0,0,0,0.0,-1.0,5496959.0,0,0,0,1
56,37.0,0,4,3,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.089285714,0.054054054,0,0,0,3,0,0,0,0,8,3,1,1,4,9,9,6,4.75,4.666666667,5.0,0,0,0,0,8,0.0,1.0,1,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,1259.0,5466.0,74.0,0,1,4,1
76,29.0,0,3,0,0,0,1,0,0,3.709999999999127,5,1,1,0,1,0,0,0,0.1710526319999999,0.0,0,0,0,3,0,0,0,0,12,3,2,3,2,21,21,5,4.25,12.0,2.7,1,0,0,0,25,0.24,0.76,1,0.052631579,0.105263158,0,1,50.0,0.0,100.0,33.33333333,0,1,0,0,186.0,2370.0,0.0,0,1,2,1
32,24.0,0,2,1,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.0,0.0,0,0,0,2,1,0,1,0,3,0,4,4,0,8,8,0,6.0,6.0,0.0,0,1,0,0,13,0.153846154,0.846153846,0,0.272727273,0.0,0,1,0.0,100.0,0.0,14.28571429,0,1,1,0,371.0,7298.0,0.0,0,1,5,0
113,15.0,0,2,0,0,1,0,1,1,0.0,7,1,0,0,0,0,0,0,0.079646018,0.0,0,0,0,2,0,0,0,0,10,1,1,4,1,56,6,56,9.2,5.0,10.25,1,1,0,0,31,0.322580645,0.677419355,5,0.0,0.0,0,1,30.0,0.0,100.0,0.0,0,1,1,0,2976.0,8346.0,1.0,0,1,10,1
82,14.0,1,1,9,0,0,0,0,0,0.0,3,1,0,0,0,0,0,1,0.109756098,0.0,0,0,0,1,0,0,0,1,11,1,1,10,1,10,10,9,5.545454545,10.0,5.1,0,0,0,0,174,0.67816092,0.32183908,0,0.285714286,0.1785714289999999,0,1,72.30769231,82.35294118,17.64705882,13.04347826,0,1,0,0,47.0,5797.0,1518.0,0,0,7,0
106,21.0,0,5,0,0,1,0,1,0,0.0,8,1,0,0,1,1,0,1,0.066037736,0.0,1,0,0,3,0,0,1,2,13,5,1,2,1,25,7,25,6.384615385,5.0,6.8,1,0,0,0,31,0.161290323,0.838709677,1,0.0,0.0,0,1,28.57142857,0.0,0.0,0.0,0,1,0,0,215.0,6725.0,13267.0,0,1,5,1
46,14.0,0,3,1,0,0,0,0,0,0.0,6,1,0,0,0,0,0,1,0.0,0.0,0,0,0,3,1,0,0,0,8,0,1,1,3,7,5,7,3.625,3.0,4.0,0,0,0,0,10,0.6,0.4,0,0.25,0.0,0,1,50.0,100.0,0.0,50.0,0,1,0,0,303.0,62.0,0.0,0,1,0,1
61,12.0,1,3,0,0,0,0,0,0,0.0,7,1,0,0,0,0,0,1,0.098360656,0.0,0,0,0,3,0,0,0,0,7,3,2,5,2,12,5,12,5.857142857,5.0,6.0,2,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,329.0,-1.0,0.0,0,1,1,1
73,22.0,0,2,4,0,0,0,0,0,0.0,4,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,0,0,1,7,6,3,3,3,14,14,13,7.857142857,8.5,7.6,0,0,0,0,37,0.459459459,0.540540541,1,0.2,0.0,1,1,72.72727273,0.0,100.0,18.75,0,1,1,0,224.0,3063.0,795194.0,0,1,5,0
106,22.0,1,3,2,0,0,0,0,0,0.0,8,1,0,0,0,0,0,1,0.179245283,0.0,0,0,0,3,1,0,0,1,10,3,2,15,2,32,15,32,8.3,15.0,7.555555556,4,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,100.0,0,1,0,1,0.0,-1.0,0.0,0,1,0,1
22,13.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,3,3,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,25,0.8,0.2,0,0.6,0.2,0,0,75.0,100.0,0.0,62.5,0,0,0,0,849.0,6455.0,892596.0,0,0,4,0
127,50.0,1,4,1,0,1,2,3,2,0.0,4,1,0,0,0,1,0,0,0.173228346,0.0,0,1,0,3,1,0,0,1,13,4,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,51,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,100.0,0,1,1,0,25.0,3993.0,5707171.0,0,1,0,1
58,16.0,1,2,4,0,0,0,0,0,0.0,3,1,0,0,1,0,0,0,0.120689655,0.0,0,0,0,2,0,0,0,0,7,4,3,3,4,8,8,8,5.714285714,5.5,5.8,0,0,0,2,101,0.861386139,0.138613861,0,0.0,0.0,0,0,100.0,100.0,0.0,41.66666667,0,1,0,0,487.0,7913.0,0.0,0,0,6,0
81,17.0,0,3,5,0,0,0,0,0,0.0,4,1,0,0,0,0,0,1,0.0,0.0,0,0,0,3,1,1,0,0,10,0,3,6,3,10,6,10,6.1,6.0,6.125,0,0,0,0,63,0.857142857,0.142857143,2,0.0,0.0,0,1,0.0,50.0,50.0,100.0,0,1,0,0,334.0,5509.0,147176.0,0,0,3,0
42,17.0,0,2,0,0,0,0,0,0,0.0,4,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,0,0,1,4,3,3,3,6,10,9,10,7.0,6.0,8.0,0,0,0,0,311,0.778135048,0.221864952,0,0.0144927539999999,0.0,0,0,90.47619048,100.0,0.0,1.470588235,0,0,0,0,310.0,9186.0,317.0,0,0,5,0
64,13.0,0,1,4,0,0,0,0,0,0.0,5,1,0,0,0,0,0,1,0.03125,0.0,0,0,0,1,0,0,0,3,7,0,2,9,2,9,9,8,6.571428571,9.0,6.166666667,0,0,0,0,76,0.552631579,0.447368421,1,0.294117647,0.088235294,0,1,90.0,40.0,60.0,24.32432432,0,1,0,0,252.0,1573.0,239536.0,0,1,4,0
56,38.0,0,5,2,0,0,0,0,0,0.0,3,1,0,0,0,0,0,0,0.107142857,0.1578947369999999,0,0,0,3,0,0,1,0,8,3,1,1,4,9,9,4,4.625,4.833333333,4.0,0,0,0,0,83,0.469879518,0.5301204820000001,2,0.363636364,0.045454545,1,1,0.0,33.33333333,66.66666667,56.92307692,0,1,1,0,232.0,5612.0,0.0,0,1,5,1
49,16.0,0,2,0,0,0,0,0,1,0.0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,5,0,2,2,4,10,9,10,6.6,5.5,7.333333333,0,1,0,0,239,0.966527197,0.0334728029999999,0,0.375,0.0,0,0,100.0,100.0,0.0,65.21739129999999,0,0,1,0,901.0,7134.0,12.0,0,0,7,0
75,39.0,0,3,2,0,0,0,0,1,0.0,5,1,0,0,1,0,0,1,0.08,0.0,0,0,0,3,1,0,0,1,8,4,3,3,4,12,12,8,7.0,8.0,6.0,0,0,0,0,3,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,1,0,0,353.0,11.0,0.0,0,1,0,1
79,16.0,0,2,8,0,0,0,0,0,0.0,3,1,0,0,1,0,0,1,0.0,0.0,0,0,0,2,0,0,0,1,11,5,3,3,3,9,8,9,5.272727273,5.5,5.222222222,0,0,0,0,68,0.75,0.25,1,0.235294118,0.117647059,0,1,92.30769231,25.0,75.0,47.36842105,0,1,0,0,283.0,-1.0,311774.0,0,0,4,0
73,35.0,0,3,0,0,0,0,0,0,0.0,8,1,0,0,1,0,0,1,0.02739726,0.0,0,0,0,3,0,0,1,0,8,3,2,3,2,27,27,7,6.75,15.0,4.0,1,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,155.0,-1.0,0.0,0,1,0,1
22,12.0,0,1,0,0,0,0,0,0,0.0,4,1,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,1,0,1,2,0,1,9,1,9,9,1,5.0,9.0,1.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1,0,1,0.0,-1.0,0.0,0,1,0,1
106,29.0,0,2,9,0,0,0,0,0,3.0,4,1,0,0,1,0,0,1,0.103773585,0.0,0,0,0,2,0,0,0,2,15,7,2,3,2,21,21,8,5.333333333,12.0,4.307692308,1,0,0,0,150,0.806666667,0.193333333,0,0.034482759,0.0,0,0,0.0,0.0,0.0,3.333333333,0,1,1,0,113.0,-1.0,277466.0,0,1,5,0
34,25.0,0,3,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,2,3,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,38,0.7894736840000001,0.210526316,1,0.0,0.0,0,1,78.57142857,85.71428571,14.28571429,60.0,0,1,1,0,108.0,-1.0,0.0,0,0,2,0
41,16.0,0,2,2,0,0,0,0,0,0.0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,6,0,2,2,2,9,9,4,4.0,5.5,3.25,0,1,0,0,387,0.909560724,0.090439276,0,0.428571429,0.057142857,0,0,100.0,100.0,0.0,73.07692308,0,0,1,0,902.0,7133.0,12.0,0,0,7,0
123,21.0,0,5,1,1,1,0,1,0,0.0,9,1,0,0,1,0,0,1,0.0,0.0,0,0,0,3,1,0,0,0,16,5,2,3,2,15,14,15,6.125,8.5,5.785714286,4,0,0,0,6,0.333333333,0.666666667,0,0.0,0.0,0,1,50.0,0.0,100.0,0.0,0,1,0,0,139.0,4609.0,0.0,0,1,3,1
25,16.0,0,2,0,0,0,0,0,0,0.0,3,1,0,0,1,0,0,0,0.12,0.1875,0,0,0,2,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,17,0.529411765,0.470588235,1,0.125,0.0,0,1,66.66666667,0.0,100.0,60.0,0,1,0,0,46.0,3241.0,1730088.0,0,0,2,0
63,18.0,0,2,0,0,0,0,0,1,1.0,5,1,0,1,0,0,0,1,0.031746032,0.0,0,0,0,2,0,0,0,0,7,3,3,14,3,14,14,7,6.571428571,14.0,5.333333333,1,0,0,0,31,0.967741935,0.032258065,0,0.0,0.0,0,0,100.0,92.30769231,7.692307692000001,100.0,0,1,0,0,303.0,2254.0,0.0,0,1,0,1
40,25.0,0,2,0,0,0,0,0,0,0.0,4,1,0,0,0,0,0,0,0.2,0.32,0,0,1,2,0,0,0,0,3,1,5,10,5,11,11,5,8.666666667000001,10.5,5.0,0,0,0,0,8,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,0,0,0,122.0,1338.0,22211.0,0,1,6,1
50,24.0,0,3,0,0,0,0,0,0,0.0,5,1,0,0,0,0,0,1,0.0,0.0,0,0,0,3,0,0,0,0,5,0,2,4,2,12,12,10,6.4,8.0,5.333333333,0,0,0,0,14,0.142857143,0.857142857,0,0.4166666670000001,0.166666667,1,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,-1.0,294804.0,0,0,4,0
51,23.0,0,3,0,0,1,0,1,0,0.0,4,1,0,0,0,0,0,1,0.019607843,0.0,0,0,0,3,0,0,0,1,5,1,4,4,5,12,12,7,6.6,8.0,5.666666667,0,0,0,0,50,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0,1,0,0,490.0,3892.0,0.0,0,0,4,1
